,Actual Pickup Time,Booking ID,Pickup ID,Dropoff ID,Actual Dropoff Time,Pickup Latitude,Pickup Longitude,Dropoff Latitude,Dropoff Longitude,name,district,Passenger status,Rounded Pickup Time,Pickup Date,Pickup Hour
2452,2024-09-23 15:12:00,266221,15,29,2024-09-23 15:17:00,49.03815,11.451488,49.035103,11.474083,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2453,2024-09-23 15:14:00,265958,30,41,2024-09-23 15:27:00,49.036378,11.470632,48.97066,11.475578,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-23 15:00:00,2024-09-23,15
2454,2024-09-23 15:13:00,264619,31,67,2024-09-23 15:19:00,49.035227,11.467885,49.048472,11.431715,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2455,2024-09-23 15:18:00,266416,19,38,2024-09-23 15:28:00,49.033832,11.471982,49.010337,11.502283,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2456,2024-09-23 15:24:00,266199,8,31,2024-09-23 15:51:00,49.017505,11.404733,49.035227,11.467885,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2457,2024-09-23 15:28:00,266348,38,28,2024-09-23 15:47:00,49.010337,11.502283,49.036912,11.471075,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2458,2024-09-23 15:37:00,260886,21,15,2024-09-23 15:43:00,49.033525,11.475793,49.03815,11.451488,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2459,2024-09-23 15:32:00,264990,2,30,2024-09-23 15:52:00,48.993652,11.361228,49.036378,11.470632,"Enkering, Feuerwehrhaus",Enkering,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2460,2024-09-23 15:40:00,266400,30,0,2024-09-23 16:01:00,49.036378,11.470632,48.992168,11.377365,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2461,2024-09-23 15:46:00,266452,10,30,2024-09-23 15:50:00,49.005142,11.445253,49.036378,11.470632,"Pfraundorf, Dorfplatz",Pfraundorf,Cancelled,2024-09-23 15:00:00,2024-09-23,15
2462,2024-09-23 15:54:00,266424,29,0,2024-09-23 16:31:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-23 15:00:00,2024-09-23,15
2463,2024-09-23 15:59:00,265913,22,2,2024-09-23 16:22:00,49.032928,11.479163,48.993652,11.361228,"Beilngries, Kelheimer Straße",Beilngries,Trip completed,2024-09-23 15:00:00,2024-09-23,15
2464,2024-09-23 16:02:00,266167,0,17,2024-09-23 16:27:00,48.992168,11.377365,49.040293,11.464213,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 16:00:00,2024-09-23,16
2465,2024-09-23 16:02:00,266458,0,30,2024-09-23 16:20:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 16:00:00,2024-09-23,16
2466,2024-09-23 16:06:00,266192,57,0,2024-09-23 16:31:00,49.02628,11.503385,48.992168,11.377365,"Leising, ABG Tagungszentrum",Kottingwörth,Cancelled,2024-09-23 16:00:00,2024-09-23,16
2467,2024-09-23 16:18:00,265656,8,1,2024-09-23 16:27:00,49.017505,11.404733,48.992498,11.363953,"Haunstetten, Gewerbegebiet",Haunstetten,Cancelled,2024-09-23 16:00:00,2024-09-23,16
2468,2024-09-23 16:11:00,266225,29,15,2024-09-23 16:24:00,49.035103,11.474083,49.03815,11.451488,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2469,2024-09-23 16:19:00,266414,30,15,2024-09-23 16:24:00,49.036378,11.470632,49.03815,11.451488,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2470,2024-09-23 16:27:00,259382,0,9,2024-09-23 16:34:00,48.992168,11.377365,48.992112,11.434157,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2471,2024-09-23 16:27:00,266144,0,19,2024-09-23 16:40:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2472,2024-09-23 16:30:00,256005,8,21,2024-09-23 16:40:00,49.017505,11.404733,49.033525,11.475793,"Haunstetten, Gewerbegebiet",Haunstetten,Cancelled,2024-09-23 16:00:00,2024-09-23,16
2473,2024-09-23 16:30:00,261790,5,29,2024-09-23 16:42:00,49.000012,11.38727,49.035103,11.474083,"Kinding, Schule",Kinding,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2474,2024-09-23 16:27:00,266481,0,29,2024-09-23 16:42:00,48.992168,11.377365,49.035103,11.474083,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2475,2024-09-23 16:40:00,251008,8,20,2024-09-23 16:51:00,49.017505,11.404733,49.032173,11.476295,"Haunstetten, Gewerbegebiet",Haunstetten,Cancelled,2024-09-23 16:00:00,2024-09-23,16
2476,2024-09-23 16:51:00,266415,31,15,2024-09-23 16:56:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2477,2024-09-23 16:54:00,266266,9,39,2024-09-23 17:01:00,48.992112,11.434157,48.997518,11.482948,"Unteremmendorf, Wendeschleife",Unteremmendorf,Trip completed,2024-09-23 16:00:00,2024-09-23,16
2478,2024-09-23 16:57:00,265724,19,62,2024-09-23 17:02:00,49.033832,11.471982,49.054378,11.463912,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-23 16:00:00,2024-09-23,16
2479,2024-09-23 17:12:00,258058,31,55,2024-09-23 17:19:00,49.035227,11.467885,49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Cancelled,2024-09-23 17:00:00,2024-09-23,17
2480,2024-09-23 17:09:00,266478,18,55,2024-09-23 17:19:00,49.039483,11.467702,49.019003,11.520783,"Beilngries, Utzmuehlweg",Beilngries,Trip completed,2024-09-23 17:00:00,2024-09-23,17
2481,2024-09-23 17:13:00,263977,31,55,2024-09-23 17:19:00,49.035227,11.467885,49.019003,11.520783,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Cancelled,2024-09-23 17:00:00,2024-09-23,17
2482,2024-09-23 17:17:00,262990,0,30,2024-09-23 17:28:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 17:00:00,2024-09-23,17
2483,2024-09-23 17:25:00,266420,29,0,2024-09-23 17:40:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-23 17:00:00,2024-09-23,17
2484,2024-09-23 17:20:00,262023,4,47,2024-09-23 18:14:00,49.000562,11.38279,48.965578,11.50951,"Kinding, Marktplatz",Kinding,Cancelled,2024-09-23 17:00:00,2024-09-23,17
2485,2024-09-23 17:27:00,265551,0,9,2024-09-23 17:35:00,48.992168,11.377365,48.992112,11.434157,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 17:00:00,2024-09-23,17
2486,2024-09-23 17:27:00,265874,0,28,2024-09-23 17:41:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 17:00:00,2024-09-23,17
2487,2024-09-23 17:27:00,266028,0,3,2024-09-23 17:32:00,48.992168,11.377365,49.002445,11.390002,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 17:00:00,2024-09-23,17
2488,2024-09-23 17:34:00,265161,8,0,2024-09-23 17:40:00,49.017505,11.404733,48.992168,11.377365,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-23 17:00:00,2024-09-23,17
2489,2024-09-23 17:54:00,266520,25,39,2024-09-23 18:05:00,49.038975,11.480128,48.997518,11.482948,"Beilngries, Ottmaringer Straße",Beilngries,Trip completed,2024-09-23 17:00:00,2024-09-23,17
2490,2024-09-23 18:17:00,266070,29,12,2024-09-23 18:30:00,49.035103,11.474083,49.017245,11.444688,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-23 18:00:00,2024-09-23,18
2491,2024-09-23 18:20:00,265726,62,19,2024-09-23 18:25:00,49.054378,11.463912,49.033832,11.471982,Goesselthal,Oberndorf,Trip completed,2024-09-23 18:00:00,2024-09-23,18
2492,2024-09-23 18:38:00,265759,0,24,2024-09-23 18:53:00,48.992168,11.377365,49.037288,11.476722,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 18:00:00,2024-09-23,18
2493,2024-09-23 18:38:00,266485,0,28,2024-09-23 18:52:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 18:00:00,2024-09-23,18
2494,2024-09-23 19:03:00,266006,40,49,2024-09-23 19:16:00,48.994215,11.461103,48.97449,11.562987,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-23 19:00:00,2024-09-23,19
2495,2024-09-23 19:08:00,266005,49,40,2024-09-23 19:20:00,48.97449,11.562987,48.994215,11.461103,"Wolfsbuch, Am Schacher",Wolfsbuch,Cancelled,2024-09-23 19:00:00,2024-09-23,19
2496,2024-09-23 19:31:00,266454,30,10,2024-09-23 19:36:00,49.036378,11.470632,49.005142,11.445253,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-23 19:00:00,2024-09-23,19
2497,2024-09-23 19:46:00,262991,30,40,2024-09-23 20:12:00,49.036378,11.470632,48.994215,11.461103,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-23 19:00:00,2024-09-23,19
2498,2024-09-23 20:33:00,265710,0,28,2024-09-23 20:45:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 20:00:00,2024-09-23,20
2499,2024-09-23 20:26:00,266428,0,19,2024-09-23 20:55:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 20:00:00,2024-09-23,20
2500,2024-09-23 20:28:00,266488,0,28,2024-09-23 20:54:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 20:00:00,2024-09-23,20
2501,2024-09-23 20:26:00,266581,0,30,2024-09-23 21:01:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-23 20:00:00,2024-09-23,20
2502,2024-09-23 20:26:00,266644,0,45,2024-09-23 20:49:00,48.992168,11.377365,48.978988,11.491803,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-23 20:00:00,2024-09-23,20
2503,2024-09-23 20:56:00,264579,28,64,2024-09-23 21:00:00,49.036912,11.471075,49.068532,11.455142,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-23 20:00:00,2024-09-23,20
2504,2024-09-23 21:07:00,266631,30,37,2024-09-23 21:14:00,49.036378,11.470632,49.013632,11.497563,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-23 21:00:00,2024-09-23,21
2505,2024-09-23 21:15:00,265879,38,50,2024-09-23 21:24:00,49.010337,11.502283,48.976827,11.559612,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-23 21:00:00,2024-09-23,21
2506,2024-09-24 05:23:00,251481,67,8,2024-09-24 05:29:00,49.048472,11.431715,49.017505,11.404733,Kaldorf,Wiesenhofen,Trip completed,2024-09-24 05:00:00,2024-09-24,5
2507,2024-09-24 05:36:00,255590,1,8,2024-09-24 05:45:00,48.992498,11.363953,49.017505,11.404733,"Enkering, Maibaum",Enkering,Cancelled,2024-09-24 05:00:00,2024-09-24,5
2508,2024-09-24 06:00:00,253103,55,21,2024-09-24 06:06:00,49.019003,11.520783,49.033525,11.475793,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,Cancelled,2024-09-24 06:00:00,2024-09-24,6
2509,2024-09-24 05:59:00,256738,55,31,2024-09-24 06:05:00,49.019003,11.520783,49.035227,11.467885,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,Trip completed,2024-09-24 05:00:00,2024-09-24,5
2510,2024-09-24 05:59:00,260048,55,31,2024-09-24 06:05:00,49.019003,11.520783,49.035227,11.467885,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,Trip completed,2024-09-24 05:00:00,2024-09-24,5
2511,2024-09-24 06:11:00,266769,1,8,2024-09-24 06:19:00,48.992498,11.363953,49.017505,11.404733,"Enkering, Maibaum",Enkering,Trip completed,2024-09-24 06:00:00,2024-09-24,6
2512,2024-09-24 06:15:00,266519,2,22,2024-09-24 06:30:00,48.993652,11.361228,49.032928,11.479163,"Enkering, Feuerwehrhaus",Enkering,Cancelled,2024-09-24 06:00:00,2024-09-24,6
2513,2024-09-24 06:11:00,266539,2,21,2024-09-24 06:30:00,48.993652,11.361228,49.033525,11.475793,"Enkering, Feuerwehrhaus",Enkering,Trip completed,2024-09-24 06:00:00,2024-09-24,6
2514,2024-09-24 06:19:00,262018,47,4,2024-09-24 06:44:00,48.965578,11.50951,49.000562,11.38279,Kirchbuch,Kirchbuch,Trip completed,2024-09-24 06:00:00,2024-09-24,6
2515,2024-09-24 06:31:00,262992,40,0,2024-09-24 06:51:00,48.994215,11.461103,48.992168,11.377365,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-24 06:00:00,2024-09-24,6
2516,2024-09-24 06:47:00,260570,1,8,2024-09-24 06:56:00,48.992498,11.363953,49.017505,11.404733,"Enkering, Maibaum",Enkering,Trip completed,2024-09-24 06:00:00,2024-09-24,6
2517,2024-09-24 07:09:00,251009,20,8,2024-09-24 07:23:00,49.032173,11.476295,49.017505,11.404733,"Beilngries, ZOB",Beilngries,Cancelled,2024-09-24 07:00:00,2024-09-24,7
2518,2024-09-24 07:00:00,253393,44,26,2024-09-24 07:13:00,48.98216,11.494917,49.044913,11.469383,"Aschbuch, Altenzeller Weg",Aschbuch,Trip completed,2024-09-24 07:00:00,2024-09-24,7
2519,2024-09-24 07:12:00,266704,66,8,2024-09-24 07:16:00,49.043035,11.412738,49.017505,11.404733,"Wiesenhofen, Kirche",Litterzhofen,Trip completed,2024-09-24 07:00:00,2024-09-24,7
2520,2024-09-24 07:27:00,264728,4,19,2024-09-24 07:55:00,49.000562,11.38279,49.033832,11.471982,"Kinding, Marktplatz",Kinding,Trip completed,2024-09-24 07:00:00,2024-09-24,7
2521,2024-09-24 07:31:00,255123,36,0,2024-09-24 07:48:00,49.013625,11.502735,48.992168,11.377365,"Paulushofen, Am Haar",Paulushofen,Trip completed,2024-09-24 07:00:00,2024-09-24,7
2522,2024-09-24 07:39:00,266624,10,0,2024-09-24 07:48:00,49.005142,11.445253,48.992168,11.377365,"Pfraundorf, Dorfplatz",Pfraundorf,Trip completed,2024-09-24 07:00:00,2024-09-24,7
2523,2024-09-24 07:52:00,251904,22,0,2024-09-24 08:12:00,49.032928,11.479163,48.992168,11.377365,"Beilngries, Kelheimer Straße",Beilngries,Cancelled,2024-09-24 07:00:00,2024-09-24,7
2524,2024-09-24 07:54:00,266048,28,0,2024-09-24 08:12:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-24 07:00:00,2024-09-24,7
2525,2024-09-24 08:12:00,262861,0,8,2024-09-24 08:18:00,48.992168,11.377365,49.017505,11.404733,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2526,2024-09-24 08:07:00,266211,15,21,2024-09-24 08:22:00,49.03815,11.451488,49.033525,11.475793,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2527,2024-09-24 08:07:00,266212,15,21,2024-09-24 08:22:00,49.03815,11.451488,49.033525,11.475793,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2528,2024-09-24 08:15:00,259301,64,30,2024-09-24 08:23:00,49.068532,11.455142,49.036378,11.470632,"Plankstetten, Biberbacher Straße",Biberbach,Cancelled,2024-09-24 08:00:00,2024-09-24,8
2529,2024-09-24 08:14:00,266125,64,30,2024-09-24 08:20:00,49.068532,11.455142,49.036378,11.470632,"Plankstetten, Biberbacher Straße",Biberbach,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2530,2024-09-24 08:14:00,266808,64,30,2024-09-24 08:20:00,49.068532,11.455142,49.036378,11.470632,"Plankstetten, Biberbacher Straße",Biberbach,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2531,2024-09-24 08:27:00,266159,0,33,2024-09-24 08:38:00,48.992168,11.377365,49.031608,11.461872,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2532,2024-09-24 08:27:00,266720,0,19,2024-09-24 08:52:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2533,2024-09-24 08:39:00,266112,38,29,2024-09-24 08:46:00,49.010337,11.502283,49.035103,11.474083,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-24 08:00:00,2024-09-24,8
2534,2024-09-24 08:52:00,266146,19,0,2024-09-24 09:01:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-24 08:00:00,2024-09-24,8
2535,2024-09-24 10:38:00,266689,19,0,2024-09-24 11:12:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-24 10:00:00,2024-09-24,10
2536,2024-09-24 10:57:00,265304,45,0,2024-09-24 11:12:00,48.978988,11.491803,48.992168,11.377365,"Aschbuch, Lindenstraße",Aschbuch,Trip completed,2024-09-24 10:00:00,2024-09-24,10
2537,2024-09-24 10:55:00,266606,44,31,2024-09-24 11:23:00,48.98216,11.494917,49.035227,11.467885,"Aschbuch, Altenzeller Weg",Aschbuch,Trip completed,2024-09-24 10:00:00,2024-09-24,10
2538,2024-09-24 10:55:00,266766,46,0,2024-09-24 11:15:00,48.976207,11.491877,48.992168,11.377365,"Aschbuch, Waldsiedlung",Aschbuch,Cancelled,2024-09-24 10:00:00,2024-09-24,10
2539,2024-09-24 11:17:00,266906,29,0,2024-09-24 12:00:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2540,2024-09-24 11:28:00,266895,21,38,2024-09-24 11:38:00,49.033525,11.475793,49.010337,11.502283,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2541,2024-09-24 11:28:00,266915,21,45,2024-09-24 11:37:00,49.033525,11.475793,48.978988,11.491803,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2542,2024-09-24 11:30:00,265881,50,38,2024-09-24 11:36:00,48.976827,11.559612,49.010337,11.502283,"Wolfsbuch, Fuchsengasse",Wolfsbuch,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2543,2024-09-24 11:46:00,264730,19,4,2024-09-24 12:03:00,49.033832,11.471982,49.000562,11.38279,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2544,2024-09-24 11:38:00,266622,36,30,2024-09-24 11:48:00,49.013625,11.502735,49.036378,11.470632,"Paulushofen, Am Haar",Paulushofen,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2545,2024-09-24 11:50:00,259563,30,64,2024-09-24 11:57:00,49.036378,11.470632,49.068532,11.455142,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-24 11:00:00,2024-09-24,11
2546,2024-09-24 11:49:00,266129,30,64,2024-09-24 11:54:00,49.036378,11.470632,49.068532,11.455142,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2547,2024-09-24 11:49:00,266814,30,64,2024-09-24 11:54:00,49.036378,11.470632,49.068532,11.455142,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-24 11:00:00,2024-09-24,11
2548,2024-09-24 12:06:00,266815,0,28,2024-09-24 12:16:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 12:00:00,2024-09-24,12
2549,2024-09-24 12:01:00,266897,26,30,2024-09-24 12:05:00,49.044913,11.469383,49.036378,11.470632,"Beilngries, Kanalsiedlung",Beilngries,Trip completed,2024-09-24 12:00:00,2024-09-24,12
2550,2024-09-24 12:12:00,266613,36,18,2024-09-24 12:22:00,49.013625,11.502735,49.039483,11.467702,"Paulushofen, Am Haar",Paulushofen,Cancelled,2024-09-24 12:00:00,2024-09-24,12
2551,2024-09-24 12:24:00,266618,18,36,2024-09-24 12:33:00,49.039483,11.467702,49.013625,11.502735,"Beilngries, Utzmuehlweg",Beilngries,Trip completed,2024-09-24 12:00:00,2024-09-24,12
2552,2024-09-24 12:30:00,266950,0,28,2024-09-24 12:43:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 12:00:00,2024-09-24,12
2553,2024-09-24 12:43:00,266960,29,0,2024-09-24 12:59:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-24 12:00:00,2024-09-24,12
2554,2024-09-24 13:04:00,266114,29,38,2024-09-24 13:20:00,49.035103,11.474083,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-24 13:00:00,2024-09-24,13
2555,2024-09-24 13:11:00,265572,40,29,2024-09-24 13:24:00,48.994215,11.461103,49.035103,11.474083,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2556,2024-09-24 13:11:00,266251,40,29,2024-09-24 13:24:00,48.994215,11.461103,49.035103,11.474083,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2557,2024-09-24 13:19:00,266721,50,30,2024-09-24 13:34:00,48.976827,11.559612,49.036378,11.470632,"Wolfsbuch, Fuchsengasse",Wolfsbuch,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2558,2024-09-24 13:17:00,266947,38,12,2024-09-24 13:31:00,49.010337,11.502283,49.017245,11.444688,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2559,2024-09-24 13:26:00,266439,19,15,2024-09-24 13:40:00,49.033832,11.471982,49.03815,11.451488,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2560,2024-09-24 13:35:00,266881,33,15,2024-09-24 13:40:00,49.031608,11.461872,49.03815,11.451488,"Beilngries, Bauhofstraße",Beilngries,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2561,2024-09-24 13:32:00,264052,0,29,2024-09-24 13:49:00,48.992168,11.377365,49.035103,11.474083,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-24 13:00:00,2024-09-24,13
2562,2024-09-24 13:34:00,266898,30,26,2024-09-24 13:34:00,49.036378,11.470632,49.044913,11.469383,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2563,2024-09-24 13:52:00,266946,38,12,2024-09-24 13:59:00,49.010337,11.502283,49.017245,11.444688,"Paulushofen, Dorfstraße",Paulushofen,Cancelled,2024-09-24 13:00:00,2024-09-24,13
2564,2024-09-24 13:44:00,253402,26,44,2024-09-24 13:55:00,49.044913,11.469383,48.98216,11.494917,"Beilngries, Kanalsiedlung",Beilngries,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2565,2024-09-24 13:44:00,266804,26,45,2024-09-24 13:55:00,49.044913,11.469383,48.978988,11.491803,"Beilngries, Kanalsiedlung",Beilngries,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2566,2024-09-24 13:57:00,266974,0,30,2024-09-24 14:38:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 13:00:00,2024-09-24,13
2567,2024-09-24 14:05:00,264295,64,28,2024-09-24 14:12:00,49.068532,11.455142,49.036912,11.471075,"Plankstetten, Biberbacher Straße",Biberbach,Cancelled,2024-09-24 14:00:00,2024-09-24,14
2568,2024-09-24 14:15:00,258935,21,50,2024-09-24 14:33:00,49.033525,11.475793,48.976827,11.559612,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-24 14:00:00,2024-09-24,14
2569,2024-09-24 14:15:00,260817,21,68,2024-09-24 14:21:00,49.033525,11.475793,49.015567,11.522882,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-24 14:00:00,2024-09-24,14
2570,2024-09-24 14:17:00,263260,21,49,2024-09-24 14:28:00,49.033525,11.475793,48.97449,11.562987,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-24 14:00:00,2024-09-24,14
2571,2024-09-24 14:16:00,266737,30,40,2024-09-24 14:27:00,49.036378,11.470632,48.994215,11.461103,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-24 14:00:00,2024-09-24,14
2572,2024-09-24 14:16:00,251487,8,67,2024-09-24 14:21:00,49.017505,11.404733,49.048472,11.431715,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2573,2024-09-24 14:16:00,266956,8,1,2024-09-24 14:40:00,49.017505,11.404733,48.992498,11.363953,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2574,2024-09-24 14:43:00,263267,0,17,2024-09-24 14:55:00,48.992168,11.377365,49.040293,11.464213,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2575,2024-09-24 14:43:00,266425,0,31,2024-09-24 14:53:00,48.992168,11.377365,49.035227,11.467885,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2576,2024-09-24 14:43:00,266779,0,55,2024-09-24 15:09:00,48.992168,11.377365,49.019003,11.520783,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2577,2024-09-24 14:38:00,266722,30,50,2024-09-24 14:50:00,49.036378,11.470632,48.976827,11.559612,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2578,2024-09-24 14:53:00,267015,31,15,2024-09-24 15:00:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2579,2024-09-24 14:53:00,267016,31,15,2024-09-24 15:00:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-24 14:00:00,2024-09-24,14
2580,2024-09-24 15:00:00,266944,15,29,2024-09-24 15:16:00,49.03815,11.451488,49.035103,11.474083,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-24 15:00:00,2024-09-24,15
2581,2024-09-24 15:16:00,266907,31,15,2024-09-24 15:20:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Cancelled,2024-09-24 15:00:00,2024-09-24,15
